"PROBEID","SYMBOL","GENENAME"
"207785_s_at","RBPJ","recombination signal binding protein for immunoglobulin kappa J region"
"207786_at","CYP2R1","cytochrome P450 family 2 subfamily R member 1"
"207787_at","KRT33B","keratin 33B"
"207788_s_at","SORBS3","sorbin and SH3 domain containing 3"
"207790_at","LRRC1","leucine rich repeat containing 1"
"207791_s_at","RAB1A","RAB1A, member RAS oncogene family"
"207795_s_at","KLRD1","killer cell lectin like receptor D1"
"207797_s_at","LRP2BP","LRP2 binding protein"
"207800_at","AKAP5","A-kinase anchoring protein 5"
"207801_s_at","RNF10","ring finger protein 10"
"207802_at","CRISP3","cysteine rich secretory protein 3"
"207803_s_at","CSN3","casein kappa"
"207805_s_at","PSMD9","proteasome 26S subunit, non-ATPase 9"
"207808_s_at","PROS1","protein S"
"207809_s_at","ATP6AP1","ATPase H+ transporting accessory protein 1"
"207810_at","F13B","coagulation factor XIII B chain"
"207811_at","KRT12","keratin 12"
"207812_s_at","GORASP2","golgi reassembly stacking protein 2"
"207813_s_at","FDXR","ferredoxin reductase"
"207814_at","DEFA6","defensin alpha 6"
"207815_at","PF4V1","platelet factor 4 variant 1"
"207816_at","LALBA","lactalbumin alpha"
"207817_at","IFNW1","interferon omega 1"
"207818_s_at","HTR7","5-hydroxytryptamine receptor 7"
"207820_at","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide"
"207822_at","FGFR1","fibroblast growth factor receptor 1"
"207823_s_at","AIF1","allograft inflammatory factor 1"
"207824_s_at","MAZ","MYC associated zinc finger protein"
"207825_s_at","GHRHR","growth hormone releasing hormone receptor"
"207826_s_at","ID3","inhibitor of DNA binding 3"
"207830_s_at","PPP1R8","protein phosphatase 1 regulatory subunit 8"
"207833_s_at","HLCS","holocarboxylase synthetase"
"207838_x_at","PBXIP1","PBX homeobox interacting protein 1"
"207839_s_at","TMEM8B","transmembrane protein 8B"
"207840_at","CD160","CD160 molecule"
"207841_at","SPIN2A","spindlin family member 2A"
"207842_s_at","CASC3","CASC3 exon junction complex subunit"
"207843_x_at","CYB5A","cytochrome b5 type A"
"207844_at","IL13","interleukin 13"
"207845_s_at","ANAPC10","anaphase promoting complex subunit 10"
"207846_at","POU1F1","POU class 1 homeobox 1"
"207847_s_at","MUC1","mucin 1, cell surface associated"
"207848_at","AVP","arginine vasopressin"
"207849_at","IL2","interleukin 2"
"207850_at","CXCL3","C-X-C motif chemokine ligand 3"
"207851_s_at","INSR","insulin receptor"
"207852_at","CXCL5","C-X-C motif chemokine ligand 5"
"207853_s_at","SNCB","synuclein beta"
"207856_s_at","SMPD4","sphingomyelin phosphodiesterase 4"
"207856_s_at","SMPD4BP","sphingomyelin phosphodiesterase 4B, pseudogene"
"207857_at","LILRA2","leukocyte immunoglobulin like receptor A2"
"207858_s_at","PKLR","pyruvate kinase L/R"
"207859_s_at","CHRNB3","cholinergic receptor nicotinic beta 3 subunit"
"207860_at","NCR1","natural cytotoxicity triggering receptor 1"
"207861_at","CCL22","C-C motif chemokine ligand 22"
"207862_at","UPK2","uroplakin 2"
"207863_at","ADPRH","ADP-ribosylarginine hydrolase"
"207864_at","SCN7A","sodium voltage-gated channel alpha subunit 7"
"207865_s_at","BMP8B","bone morphogenetic protein 8b"
"207866_at","BMP8A","bone morphogenetic protein 8a"
"207867_at","PAX4","paired box 4"
"207868_at","CHRNA2","cholinergic receptor nicotinic alpha 2 subunit"
"207869_s_at","CACNA1G","calcium voltage-gated channel subunit alpha1 G"
"207870_at","AKAP9","A-kinase anchoring protein 9"
"207872_s_at","LILRA1","leukocyte immunoglobulin like receptor A1"
"207873_x_at","SEZ6L","seizure related 6 homolog like"
"207874_s_at","CFHR4","complement factor H related 4"
"207876_s_at","FLNC","filamin C"
"207877_s_at","NVL","nuclear VCP like"
"207878_at","KRT76","keratin 76"
"207880_at","ADAM11","ADAM metallopeptidase domain 11"
"207883_s_at","TFR2","transferrin receptor 2"
"207884_at","GUCY2D","guanylate cyclase 2D, retinal"
"207885_at","S100G","S100 calcium binding protein G"
"207886_s_at","CALCR","calcitonin receptor"
"207889_at","SARDH","sarcosine dehydrogenase"
"207891_s_at","HAUS7","HAUS augmin like complex subunit 7"
"207891_s_at","TREX2","three prime repair exonuclease 2"
"207892_at","CD40LG","CD40 ligand"
"207893_at","SRY","sex determining region Y"
"207894_s_at","TCL6","T cell leukemia/lymphoma 6"
"207895_at","NAALADL1","N-acetylated alpha-linked acidic dipeptidase like 1"
"207897_at","CRHR2","corticotropin releasing hormone receptor 2"
"207899_at","GIP","gastric inhibitory polypeptide"
"207900_at","CCL17","C-C motif chemokine ligand 17"
"207901_at","IL12B","interleukin 12B"
"207902_at","IL5RA","interleukin 5 receptor subunit alpha"
"207904_s_at","LNPEP","leucyl and cystinyl aminopeptidase"
"207906_at","IL3","interleukin 3"
"207907_at","TNFSF14","TNF superfamily member 14"
"207908_at","KRT2","keratin 2"
"207909_x_at","DAZ2","deleted in azoospermia 2"
"207909_x_at","DAZ1","deleted in azoospermia 1"
"207909_x_at","DAZ3","deleted in azoospermia 3"
"207909_x_at","DAZ4","deleted in azoospermia 4"
"207910_at","SCGB1D1","secretoglobin family 1D member 1"
"207911_s_at","TGM5","transglutaminase 5"
"207913_at","CYP2F1","cytochrome P450 family 2 subfamily F member 1"
"207914_x_at","EVX1","even-skipped homeobox 1"
"207916_at","RBMY2BP","RNA binding motif protein Y-linked family 2 member B, pseudogene"
"207917_at","NUDT13","nudix hydrolase 13"
"207918_s_at","TSPY1","testis specific protein Y-linked 1"
"207918_s_at","TSPY2","testis specific protein Y-linked 2"
"207918_s_at","TSPY3","testis specific protein Y-linked 3"
"207918_s_at","TSPY4","testis specific protein Y-linked 4"
"207918_s_at","TSPY8","testis specific protein Y-linked 8"
"207918_s_at","TSPY10","testis specific protein Y-linked 10"
"207922_s_at","MAEA","macrophage erythroblast attacher, E3 ubiquitin ligase"
"207925_at","CST5","cystatin D"
"207926_at","GP5","glycoprotein V platelet"
"207928_s_at","GLRA3","glycine receptor alpha 3"
"207929_at","GRPR","gastrin releasing peptide receptor"
"207930_at","LCN1","lipocalin 1"
"207931_s_at","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"207932_at","IFNA8","interferon alpha 8"
"207933_at","ZP2","zona pellucida glycoprotein 2"
"207934_at","RFPL1","ret finger protein like 1"
"207935_s_at","KRT13","keratin 13"
"207936_x_at","RFPL3","ret finger protein like 3"
"207938_at","PI15","peptidase inhibitor 15"
"207941_s_at","RBM39","RNA binding motif protein 39"
"207944_at","OCM2","oncomodulin 2"
"207945_s_at","CSNK1D","casein kinase 1 delta"
"207946_at","MAML3","mastermind like transcriptional coactivator 3"
"207951_at","CSN2","casein beta"
"207952_at","IL5","interleukin 5"
"207954_at","GATA2","GATA binding protein 2"
"207955_at","CCL27","C-C motif chemokine ligand 27"
"207957_s_at","PRKCB","protein kinase C beta"
"207958_at","UGT2A1","UDP glucuronosyltransferase family 2 member A1 complex locus"
"207958_at","UGT2A2","UDP glucuronosyltransferase family 2 member A2"
"207959_s_at","DNAH9","dynein axonemal heavy chain 9"
"207962_at","CAPN11","calpain 11"
"207963_at","KIF25-AS1","KIF25 antisense RNA 1"
"207964_x_at","IFNA4","interferon alpha 4"
"207965_at","NEUROG3","neurogenin 3"
"207966_s_at","GLG1","golgi glycoprotein 1"
"207967_at","VPS45","vacuolar protein sorting 45 homolog"
"207968_s_at","MEF2C","myocyte enhancer factor 2C"
"207972_at","GLRA1","glycine receptor alpha 1"
"207977_s_at","DPT","dermatopontin"
"207978_s_at","NR4A3","nuclear receptor subfamily 4 group A member 3"
"207980_s_at","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"207981_s_at","ESRRG","estrogen related receptor gamma"
"207983_s_at","STAG2","STAG2 cohesin complex component"
"207984_s_at","MPP2","MAGUK p55 scaffold protein 2"
"207986_x_at","CYB561","cytochrome b561"
"207987_s_at","GNRH1","gonadotropin releasing hormone 1"
"207988_s_at","ARPC2","actin related protein 2/3 complex subunit 2"
"207989_at","OPRM1","opioid receptor mu 1"
"207992_s_at","AMPD3","adenosine monophosphate deaminase 3"
"207993_s_at","CHP1","calcineurin like EF-hand protein 1"
"207995_s_at","CLEC4M","C-type lectin domain family 4 member M"
"208000_at","GML","glycosylphosphatidylinositol anchored molecule like"
"208002_s_at","ACOT7","acyl-CoA thioesterase 7"
"208003_s_at","NFAT5","nuclear factor of activated T cells 5"
"208004_at","OPRPN","opiorphin prepropeptide"
"208005_at","NTN1","netrin 1"
"208006_at","FOXI1","forkhead box I1"
"208007_at","CES3","carboxylesterase 3"
"208008_at","TBC1D29P","TBC1 domain family member 29, pseudogene"
"208009_s_at","ARHGEF16","Rho guanine nucleotide exchange factor 16"
"208012_x_at","SP110","SP110 nuclear body protein"
"208018_s_at","HCK","HCK proto-oncogene, Src family tyrosine kinase"
"208019_at","ZNF157","zinc finger protein 157"
"208020_s_at","CACNA1C","calcium voltage-gated channel subunit alpha1 C"
"208021_s_at","RFC1","replication factor C subunit 1"
"208022_s_at","CDC14B","cell division cycle 14B"
"208023_at","TNFRSF4","TNF receptor superfamily member 4"
"208024_s_at","DGCR6","DiGeorge syndrome critical region gene 6"
"208024_s_at","DGCR6L","DiGeorge syndrome critical region gene 6 like"
"208026_at","H4C6","H4 clustered histone 6"
"208027_s_at","TLL2","tolloid like 2"
"208028_s_at","GPX5","glutathione peroxidase 5"
"208030_s_at","ADD1","adducin 1"
"208031_s_at","RFX2","regulatory factor X2"
"208033_s_at","ZFHX3","zinc finger homeobox 3"
"208034_s_at","PROZ","protein Z, vitamin K dependent plasma glycoprotein"
"208035_at","GRM6","glutamate metabotropic receptor 6"
"208036_at","OPN1SW","opsin 1, short wave sensitive"
"208037_s_at","MADCAM1","mucosal vascular addressin cell adhesion molecule 1"
"208038_at","IL1RL2","interleukin 1 receptor like 2"
"208039_at","SLC9A2","solute carrier family 9 member A2"
"208040_s_at","MYBPC3","myosin binding protein C3"
"208041_at","GRK1","G protein-coupled receptor kinase 1"
"208042_at","AGGF1","angiogenic factor with G-patch and FHA domains 1"
"208044_s_at","PPARD","peroxisome proliferator activated receptor delta"
"208046_at","H4C1","H4 clustered histone 1"
"208047_s_at","NAB1","NGFI-A binding protein 1"
"208048_at","TACR1","tachykinin receptor 1"
"208050_s_at","CASP2","caspase 2"
"208051_s_at","PAIP1","poly(A) binding protein interacting protein 1"
"208052_x_at","CEACAM3","CEA cell adhesion molecule 3"
"208053_at","GUCY2F","guanylate cyclase 2F, retinal"
"208054_at","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4"
"208056_s_at","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3"
"208059_at","CCR8","C-C motif chemokine receptor 8"
"208063_s_at","CAPN9","calpain 9"
"208064_s_at","ST8SIA3","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
"208066_s_at","GTF2B","general transcription factor IIB"
"208067_x_at","UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
"208070_s_at","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit"
"208071_s_at","LAIR1","leukocyte associated immunoglobulin like receptor 1"
"208072_s_at","DGKD","diacylglycerol kinase delta"
"208075_s_at","CCL7","C-C motif chemokine ligand 7"
"208076_at","H4C4","H4 clustered histone 4"
"208078_s_at","ZEB1","zinc finger E-box binding homeobox 1"
"208078_s_at","SIK1","salt inducible kinase 1"
"208078_s_at","LOC102724428","salt inducible kinase 1B (putative)"
"208081_s_at","ZNF442","zinc finger protein 442"
"208083_s_at","ITGB6","integrin subunit beta 6"
"208083_s_at","LINC02478","long intergenic non-protein coding RNA 2478"
"208087_s_at","ZBP1","Z-DNA binding protein 1"
"208088_s_at","CFHR5","complement factor H related 5"
"208090_s_at","AIRE","autoimmune regulator"
"208091_s_at","VOPP1","VOPP1 WW domain binding protein"
"208092_s_at","CYRIA","CYFIP related Rac1 interactor A"
"208093_s_at","NDEL1","nudE neurodevelopment protein 1 like 1"
"208094_s_at","YJU2B","YJU2 splicing factor homolog B"
"208095_s_at","CAMK2G","calcium/calmodulin dependent protein kinase II gamma"
"208095_s_at","SRP72","signal recognition particle 72"
"208096_s_at","COL21A1","collagen type XXI alpha 1 chain"
"208097_s_at","TMX1","thioredoxin related transmembrane protein 1"
"208098_at","OR5V1","olfactory receptor family 5 subfamily V member 1"
"208098_at","OR12D3","olfactory receptor family 12 subfamily D member 3"
"208100_x_at","SEMA6C","semaphorin 6C"
"208101_s_at","URM1","ubiquitin related modifier 1"
"208102_s_at","PSD","pleckstrin and Sec7 domain containing"
"208103_s_at","ANP32E","acidic nuclear phosphoprotein 32 family member E"
"208105_at","GIPR","gastric inhibitory polypeptide receptor"
"208107_s_at","REXO5","RNA exonuclease 5"
"208108_s_at","AVPR2","arginine vasopressin receptor 2"
"208109_s_at","LINC00597","long intergenic non-protein coding RNA 597"
"208112_x_at","EHD1","EH domain containing 1"
"208113_x_at","PABPC3","poly(A) binding protein cytoplasmic 3"
"208114_s_at","ISG20L2","interferon stimulated exonuclease gene 20 like 2"
"208115_x_at","EDRF1","erythroid differentiation regulatory factor 1"
"208116_s_at","MAN1A1","mannosidase alpha class 1A member 1"
"208117_s_at","LAS1L","LAS1 like ribosome biogenesis factor"
"208118_x_at","SLC7A5P1","solute carrier family 7 member 5 pseudogene 1"
"208118_x_at","SLC7A5P2","solute carrier family 7 member 5 pseudogene 2"
"208122_x_at","KIR2DS3","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3"
"208122_x_at","KIR2DS5","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5"
"208122_x_at","LOC102725023","killer cell immunoglobulin-like receptor 2DS3-like"
"208123_at","KCNB2","potassium voltage-gated channel subfamily B member 2"
"208124_s_at","SEMA4F","ssemaphorin 4F"
"208126_s_at","CYP2C18","cytochrome P450 family 2 subfamily C member 18"
"208127_s_at","SOCS5","suppressor of cytokine signaling 5"
"208130_s_at","TBXAS1","thromboxane A synthase 1"
"208131_s_at","PTGIS","prostaglandin I2 synthase"
"208132_x_at","PRRC2A","proline rich coiled-coil 2A"
"208134_x_at","PSG2","pregnancy specific beta-1-glycoprotein 2"
"208136_s_at","ZNF205-AS1","ZNF205 antisense RNA 1"
"208138_at","GAST","gastrin"
"208141_s_at","DOHH","deoxyhypusine hydroxylase"
"208142_at","EDDM3A","epididymal protein 3A"
"208146_s_at","CPVL","carboxypeptidase vitellogenic like"
"208147_s_at","CYP2C8","cytochrome P450 family 2 subfamily C member 8"
"208148_at","MYH4","myosin heavy chain 4"
"208149_x_at","DDX11","DEAD/H-box helicase 11"
"208151_x_at","DDX17","DEAD-box helicase 17"
"208152_s_at","DDX21","DExD-box helicase 21"
"208153_s_at","FAT2","FAT atypical cadherin 2"
"208156_x_at","EPPK1","epiplakin 1"
"208161_s_at","ABCC3","ATP binding cassette subfamily C member 3"
"208163_s_at","OSBPL7","oxysterol binding protein like 7"
"208164_s_at","IL9R","interleukin 9 receptor"
"208165_s_at","PRSS16","serine protease 16"
"208168_s_at","CHIT1","chitinase 1"
"208169_s_at","PTGER3","prostaglandin E receptor 3"
"208170_s_at","TRIM31","tripartite motif containing 31"
"208173_at","IFNB1","interferon beta 1"
"208174_x_at","ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
"208175_s_at","DMP1","dentin matrix acidic phosphoprotein 1"
"208176_at","DUX1","double homeobox 1"
"208177_at","SLC34A1","solute carrier family 34 member 1"
"208178_x_at","TRIO","trio Rho guanine nucleotide exchange factor"
"208179_x_at","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3"
"208180_s_at","H4C8","H4 clustered histone 8"
"208182_x_at","IFNA14","interferon alpha 14"
"208183_at","TACR3","tachykinin receptor 3"
"208184_s_at","LOC102724200","trafficking protein particle complex subunit 10-like"
"208186_s_at","LIPE","lipase E, hormone sensitive type"
"208188_at","KRT9","keratin 9"
"208189_s_at","MYO7A","myosin VIIA"
"208190_s_at","LSR","lipolysis stimulated lipoprotein receptor"
"208193_at","IL9","interleukin 9"
"208194_s_at","STAM2","signal transducing adaptor molecule 2"
"208196_x_at","NFATC1","nuclear factor of activated T cells 1"
"208198_x_at","KIR2DS1","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1"
"208199_s_at","ZBTB14","zinc finger and BTB domain containing 14"
"208200_at","IL1A","interleukin 1 alpha"
"208201_at","DUX4L8","double homeobox 4 like 8 (pseudogene)"
"208201_at","DUX4L1","double homeobox 4 like 1 (pseudogene)"
"208201_at","DUX3","double homeobox 3"
"208201_at","DUX4L4","double homeobox 4 like 4 (pseudogene)"
"208201_at","DUX4L7","double homeobox 4 like 7 (pseudogene)"
"208201_at","DUX4L6","double homeobox 4 like 6 (pseudogene)"
"208201_at","DUX4L5","double homeobox 4 like 5 (pseudogene)"
"208201_at","DUX4L3","double homeobox 4 like 3 (pseudogene)"
"208201_at","DUX4L14","double homeobox 4 like 14 (pseudogene)"
"208201_at","DUX4L2","double homeobox 4 like 2 (pseudogene)"
"208201_at","DUX4","double homeobox 4"
"208201_at","DBET","D4Z4 binding element transcript"
"208202_s_at","JADE2","jade family PHD finger 2"
"208204_s_at","CAV3","caveolin 3"
"208205_at","PCDHA9","protocadherin alpha 9"
"208206_s_at","RASGRP2","RAS guanyl releasing protein 2"
"208208_at","MYH13","myosin heavy chain 13"
"208209_s_at","C4BPB","complement component 4 binding protein beta"
"208210_at","MAS1","MAS1 proto-oncogene, G protein-coupled receptor"
"208211_s_at","ALK","ALK receptor tyrosine kinase"
"208213_s_at","KCNAB1","potassium voltage-gated channel subfamily A regulatory beta subunit 1"
"208214_at","ADRB1","adrenoceptor beta 1"
"208215_x_at","DRD4","dopamine receptor D4"
"208216_at","DLX4","distal-less homeobox 4"
"208217_at","GABRR2","gamma-aminobutyric acid type A receptor subunit rho2"
"208220_x_at","AMELY","amelogenin Y-linked"
"208221_s_at","SLIT1","slit guidance ligand 1"
"208224_at","HOXB1","homeobox B1"
"208242_at","RAX","retina and anterior neural fold homeobox"
"208244_at","BMP3","bone morphogenetic protein 3"
"208245_at","RAB9BP1","RAB9B, member RAS oncogene family pseudogene 1"
"208247_at","ERC2-IT1","ERC2 intronic transcript 1"
"208248_x_at","APLP2","amyloid beta precursor like protein 2"
"208249_s_at","TGDS","TDP-glucose 4,6-dehydratase"
"208250_s_at","DMBT1","deleted in malignant brain tumors 1"
