"PROBEID","SYMBOL","GENENAME"
"209576_at","GNAI1","G protein subunit alpha i1"
"209577_at","PCYT2","phosphate cytidylyltransferase 2, ethanolamine"
"209579_s_at","MBD4","methyl-CpG binding domain 4, DNA glycosylase"
"209581_at","PLAAT3","phospholipase A and acyltransferase 3"
"209582_s_at","CD200","CD200 molecule"
"209584_x_at","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C"
"209585_s_at","MINPP1","multiple inositol-polyphosphate phosphatase 1"
"209586_s_at","PRUNE1","prune exopolyphosphatase 1"
"209588_at","EPHB2","EPH receptor B2"
"209590_at","BMP7","bone morphogenetic protein 7"
"209592_s_at","DCAF7","DDB1 and CUL4 associated factor 7"
"209593_s_at","TOR1B","torsin family 1 member B"
"209595_at","GTF2F2","general transcription factor IIF subunit 2"
"209596_at","MXRA5","matrix remodeling associated 5"
"209597_s_at","PNMA2","PNMA family member 2"
"209602_s_at","GATA3","GATA binding protein 3"
"209605_at","TST","thiosulfate sulfurtransferase"
"209606_at","CYTIP","cytohesin 1 interacting protein"
"209607_x_at","SULT1A3","sulfotransferase family 1A member 3"
"209607_x_at","SULT1A4","sulfotransferase family 1A member 4"
"209607_x_at","SLX1A-SULT1A3","SLX1A-SULT1A3 readthrough (NMD candidate)"
"209607_x_at","SLX1B-SULT1A4","SLX1B-SULT1A4 readthrough (NMD candidate)"
"209608_s_at","ACAT2","acetyl-CoA acetyltransferase 2"
"209609_s_at","MRPL9","mitochondrial ribosomal protein L9"
"209610_s_at","SLC1A4","solute carrier family 1 member 4"
"209612_s_at","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"209615_s_at","PAK1","p21 (RAC1) activated kinase 1"
"209616_s_at","CES1","carboxylesterase 1"
"209617_s_at","CTNND2","catenin delta 2"
"209619_at","CD74","CD74 molecule"
"209620_s_at","ABCB7","ATP binding cassette subfamily B member 7"
"209621_s_at","PDLIM3","PDZ and LIM domain 3"
"209622_at","STK16","serine/threonine kinase 16"
"209623_at","MCCC2","methylcrotonyl-CoA carboxylase subunit 2"
"209625_at","PIGH","phosphatidylinositol glycan anchor biosynthesis class H"
"209626_s_at","OSBPL3","oxysterol binding protein like 3"
"209628_at","NXT2","nuclear transport factor 2 like export factor 2"
"209630_s_at","FBXW2","F-box and WD repeat domain containing 2"
"209631_s_at","GPR37","G protein-coupled receptor 37"
"209642_at","BUB1","BUB1 mitotic checkpoint serine/threonine kinase"
"209643_s_at","PLD2","phospholipase D2"
"209645_s_at","ALDH1B1","aldehyde dehydrogenase 1 family member B1"
"209650_s_at","TBC1D22A","TBC1 domain family member 22A"
"209651_at","TGFB1I1","transforming growth factor beta 1 induced transcript 1"
"209652_s_at","PGF","placental growth factor"
"209653_at","KPNA4","karyopherin subunit alpha 4"
"209654_at","ICE1","interactor of little elongation complex ELL subunit 1"
"209655_s_at","TMEM47","transmembrane protein 47"
"209657_s_at","HSF2","heat shock transcription factor 2"
"209660_at","TTR","transthyretin"
"209661_at","KIFC3","kinesin family member C3"
"209662_at","CETN3","centrin 3"
"209663_s_at","ITGA7","integrin subunit alpha 7"
"209665_at","CYB561D2","cytochrome b561 family member D2"
"209666_s_at","CHUK","component of inhibitor of nuclear factor kappa B kinase complex"
"209667_at","CES2","carboxylesterase 2"
"209669_s_at","SERBP1","SERPINE1 mRNA binding protein 1"
"209670_at","TRAC","T cell receptor alpha constant"
"209674_at","CRY1","cryptochrome circadian regulator 1"
"209676_at","TFPI","tissue factor pathway inhibitor"
"209677_at","PRKCI","protein kinase C iota"
"209679_s_at","SMAGP","small cell adhesion glycoprotein"
"209680_s_at","KIFC1","kinesin family member C1"
"209681_at","SLC19A2","solute carrier family 19 member 2"
"209684_at","RIN2","Ras and Rab interactor 2"
"209686_at","S100B","S100 calcium binding protein B"
"209688_s_at","CCDC93","coiled-coil domain containing 93"
"209692_at","EYA2","EYA transcriptional coactivator and phosphatase 2"
"209693_at","ASTN2","astrotactin 2"
"209694_at","PTS","6-pyruvoyltetrahydropterin synthase"
"209696_at","FBP1","fructose-bisphosphatase 1"
"209698_at","CCHCR1","coiled-coil alpha-helical rod protein 1"
"209699_x_at","AKR1C2","aldo-keto reductase family 1 member C2"
"209701_at","ERAP1","endoplasmic reticulum aminopeptidase 1"
"209702_at","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"209706_at","NKX3-1","NK3 homeobox 1"
"209707_at","PIGK","phosphatidylinositol glycan anchor biosynthesis class K"
"209708_at","MOXD1","monooxygenase DBH like 1"
"209711_at","SLC35D1","solute carrier family 35 member D1"
"209714_s_at","CDKN3","cyclin dependent kinase inhibitor 3"
"209715_at","CBX5","chromobox 5"
"209719_x_at","SERPINB3","serpin family B member 3"
"209721_s_at","IFFO1","intermediate filament family orphan 1"
"209722_s_at","SERPINB9","serpin family B member 9"
"209725_at","UTP20","UTP20 small subunit processome component"
"209726_at","CA11","carbonic anhydrase 11"
"209727_at","GM2A","ganglioside GM2 activator"
"209731_at","NTHL1","nth like DNA glycosylase 1"
"209732_at","CLEC2B","C-type lectin domain family 2 member B"
"209734_at","NCKAP1L","NCK associated protein 1 like"
"209735_at","ABCG2","ATP binding cassette subfamily G member 2 (JR blood group)"
"209736_at","SOX13","SRY-box transcription factor 13"
"209739_s_at","PNPLA4","patatin like phospholipase domain containing 4"
"209741_x_at","SCAPER","S-phase cyclin A associated protein in the ER"
"209742_s_at","MYL2","myosin light chain 2"
"209743_s_at","ITCH","itchy E3 ubiquitin protein ligase"
"209745_at","COQ7","coenzyme Q7, hydroxylase"
"209747_at","TGFB3","transforming growth factor beta 3"
"209749_s_at","ACE","angiotensin I converting enzyme"
"209750_at","NR1D2","nuclear receptor subfamily 1 group D member 2"
"209751_s_at","TRAPPC2B","trafficking protein particle complex subunit 2B"
"209751_s_at","TRAPPC2","trafficking protein particle complex subunit 2"
"209752_at","REG1A","regenerating family member 1 alpha"
"209755_at","NMNAT2","nicotinamide nucleotide adenylyltransferase 2"
"209756_s_at","MYCN","MYCN proto-oncogene, bHLH transcription factor"
"209758_s_at","MFAP5","microfibril associated protein 5"
"209759_s_at","ECI1","enoyl-CoA delta isomerase 1"
"209760_at","TMEM131L","transmembrane 131 like"
"209763_at","CHRDL1","chordin like 1"
"209765_at","ADAM19","ADAM metallopeptidase domain 19"
"209774_x_at","CXCL2","C-X-C motif chemokine ligand 2"
"209775_x_at","SLC19A1","solute carrier family 19 member 1"
"209778_at","TRIP11","thyroid hormone receptor interactor 11"
"209779_at","LLPH","LLP homolog, long-term synaptic facilitation factor"
"209780_at","PHTF2","putative homeodomain transcription factor 2"
"209781_s_at","KHDRBS3","KH RNA binding domain containing, signal transduction associated 3"
"209782_s_at","DBP","D-box binding PAR bZIP transcription factor"
"209784_s_at","JAG2","jagged canonical Notch ligand 2"
"209785_s_at","PLA2G4C","phospholipase A2 group IVC"
"209789_at","CORO2B","coronin 2B"
"209790_s_at","CASP6","caspase 6"
"209791_at","PADI2","peptidyl arginine deiminase 2"
"209792_s_at","KLK10","kallikrein related peptidase 10"
"209793_at","GRIA1","glutamate ionotropic receptor AMPA type subunit 1"
"209794_at","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3"
"209795_at","CD69","CD69 molecule"
"209798_at","NPAT","nuclear protein, coactivator of histone transcription"
"209799_at","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1"
"209800_at","KRT16","keratin 16"
"209802_at","PHLDA2","pleckstrin homology like domain family A member 2"
"209804_at","DCLRE1A","DNA cross-link repair 1A"
"209805_at","PMS2","PMS1 homolog 2, mismatch repair system component"
"209805_at","PMS2CL","PMS2 C-terminal like (pseudogene)"
"209807_s_at","NFIX","nuclear factor I X"
"209810_at","SFTPB","surfactant protein B"
"209813_x_at","TRGV9","T cell receptor gamma variable 9"
"209813_x_at","TRGC1","T cell receptor gamma constant 1"
"209813_x_at","TRGC2","T cell receptor gamma constant 2"
"209813_x_at","TARP","TCR gamma alternate reading frame protein"
"209814_at","ZNF330","zinc finger protein 330"
"209818_s_at","HABP4","hyaluronan binding protein 4"
"209820_s_at","TBL3","transducin beta like 3"
"209821_at","IL33","interleukin 33"
"209822_s_at","VLDLR","very low density lipoprotein receptor"
"209824_s_at","BMAL1","basic helix-loop-helix ARNT like 1"
"209825_s_at","UCK2","uridine-cytidine kinase 2"
"209827_s_at","IL16","interleukin 16"
"209830_s_at","NHERF2","NHERF family PDZ scaffold protein 2"
"209831_x_at","DNASE2","deoxyribonuclease 2, lysosomal"
"209832_s_at","CDT1","chromatin licensing and DNA replication factor 1"
"209833_at","CRADD","CASP2 and RIPK1 domain containing adaptor with death domain"
"209836_x_at","BOLA2","bolA family member 2"
"209836_x_at","BOLA2B","bolA family member 2B"
"209837_at","AP4M1","adaptor related protein complex 4 subunit mu 1"
"209839_at","DNM3","dynamin 3"
"209840_s_at","LRRN3","leucine rich repeat neuronal 3"
"209842_at","SOX10","SRY-box transcription factor 10"
"209844_at","HOXB13","homeobox B13"
"209847_at","CDH17","cadherin 17"
"209848_s_at","PMEL","premelanosome protein"
"209850_s_at","CDC42EP2","CDC42 effector protein 2"
"209851_at","ZC3H13","zinc finger CCCH-type containing 13"
"209854_s_at","KLK2","kallikrein related peptidase 2"
"209857_s_at","SPHK2","sphingosine kinase 2"
"209859_at","TRIM9","tripartite motif containing 9"
"209864_at","FRAT2","FRAT regulator of WNT signaling pathway 2"
"209866_s_at","ADGRL3","adhesion G protein-coupled receptor L3"
"209869_at","ADRA2A","adrenoceptor alpha 2A"
"209870_s_at","APBA2","amyloid beta precursor protein binding family A member 2"
"209872_s_at","PKP3","plakophilin 3"
"209875_s_at","SPP1","secreted phosphoprotein 1"
"209879_at","SELPLG","selectin P ligand"
"209881_s_at","LAT","linker for activation of T cells"
"209882_at","RIT1","Ras like without CAAX 1"
"209883_at","COLGALT2","collagen beta(1-O)galactosyltransferase 2"
"209885_at","RHOD","ras homolog family member D"
"209888_s_at","MYL1","myosin light chain 1"
"209889_at","SEC31B","SEC31 homolog B, COPII coat complex component"
"209890_at","TSPAN5","tetraspanin 5"
"209891_at","SPC25","SPC25 component of NDC80 kinetochore complex"
"209892_at","FUT4","fucosyltransferase 4"
"209897_s_at","SLIT2","slit guidance ligand 2"
"209898_x_at","ITSN2","intersectin 2"
"209899_s_at","PUF60","poly(U) binding splicing factor 60"
"209902_at","ATR","ATR serine/threonine kinase"
"209904_at","TNNC1","troponin C1, slow skeletal and cardiac type"
"209905_at","HOXA9","homeobox A9"
"209905_at","HOXA10-HOXA9","HOXA10-HOXA9 readthrough"
"209906_at","C3AR1","complement C3a receptor 1"
"209908_s_at","TGFB2","transforming growth factor beta 2"
"209910_at","SLC25A16","solute carrier family 25 member 16"
"209911_x_at","H2BC5","H2B clustered histone 5"
"209912_s_at","AP5Z1","adaptor related protein complex 5 subunit zeta 1"
"209914_s_at","NRXN1","neurexin 1"
"209916_at","DHTKD1","dehydrogenase E1 and transketolase domain containing 1"
"209917_s_at","TP53TG1","TP53 target 1"
"209920_at","BMPR2","bone morphogenetic protein receptor type 2"
"209922_at","BRAP","BRCA1 associated protein"
"209924_at","CCL18","C-C motif chemokine ligand 18"
"209925_at","OCLN","occludin"
"209926_at","BORCS8","BLOC-1 related complex subunit 8"
"209928_s_at","MSC","musculin"
"209929_s_at","IKBKG","inhibitor of nuclear factor kappa B kinase regulatory subunit gamma"
"209930_s_at","NFE2","nuclear factor, erythroid 2"
"209931_s_at","MFSD2B","MFSD2 lysolipid transporter B, sphingolipid"
"209933_s_at","CD300A","CD300a molecule"
"209934_s_at","ATP2C1","ATPase secretory pathway Ca2+ transporting 1"
"209937_at","TM4SF4","transmembrane 4 L six family member 4"
"209938_at","TADA2A","transcriptional adaptor 2A"
"209940_at","PARP3","poly(ADP-ribose) polymerase family member 3"
"209941_at","RIPK1","receptor interacting serine/threonine kinase 1"
"209942_x_at","MAGEA3","MAGE family member A3"
"209943_at","FBXL4","F-box and leucine rich repeat protein 4"
"209945_s_at","GSK3B","glycogen synthase kinase 3 beta"
"209946_at","VEGFC","vascular endothelial growth factor C"
"209948_at","KCNMB1","potassium calcium-activated channel subfamily M regulatory beta subunit 1"
"209949_at","NCF2","neutrophil cytosolic factor 2"
"209950_s_at","VILL","villin like"
"209951_s_at","MAP2K7","mitogen-activated protein kinase kinase 7"
"209953_s_at","CDC37","cell division cycle 37, HSP90 cochaperone"
"209955_s_at","FAP","fibroblast activation protein alpha"
"209956_s_at","CAMK2B","calcium/calmodulin dependent protein kinase II beta"
"209957_s_at","NPPA","natriuretic peptide A"
"209958_s_at","BBS9","Bardet-Biedl syndrome 9"
"209960_at","HGF","hepatocyte growth factor"
"209962_at","EPOR","erythropoietin receptor"
"209965_s_at","RAD51D","RAD51 paralog D"
"209968_s_at","NCAM1","neural cell adhesion molecule 1"
"209973_at","NFKBIL1","NFKB inhibitor like 1"
"209977_at","PLG","plasminogen"
"209980_s_at","SHMT1","serine hydroxymethyltransferase 1"
"209981_at","CSDC2","cold shock domain containing C2"
"209982_s_at","NRXN2","neurexin 2"
"209984_at","KDM4C","lysine demethylase 4C"
"209985_s_at","ASCL1","achaete-scute family bHLH transcription factor 1"
"209989_at","ZNF268","zinc finger protein 268"
"209990_s_at","GABBR2","gamma-aminobutyric acid type B receptor subunit 2"
"209993_at","ABCB1","ATP binding cassette subfamily B member 1"
"209995_s_at","TCL1A","TCL1 family AKT coactivator A"
"209998_at","PIGO","phosphatidylinositol glycan anchor biosynthesis class O"
"209999_x_at","SOCS1","suppressor of cytokine signaling 1"
"210002_at","GATA6","GATA binding protein 6"
"210004_at","OLR1","oxidized low density lipoprotein receptor 1"
"210005_at","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"210006_at","ABHD14A","abhydrolase domain containing 14A"
"210007_s_at","GPD2","glycerol-3-phosphate dehydrogenase 2"
"210009_s_at","GOSR2","golgi SNAP receptor complex member 2"
"210010_s_at","SLC25A1","solute carrier family 25 member 1"
"210013_at","HPX","hemopexin"
"210015_s_at","MAP2","microtubule associated protein 2"
"210016_at","MYT1L","myelin transcription factor 1 like"
"210019_at","CALML3","calmodulin like 3"
"210021_s_at","CCNO","cyclin O"
"210022_at","PCGF1","polycomb group ring finger 1"
"210024_s_at","UBE2E3","ubiquitin conjugating enzyme E2 E3"
"210025_s_at","CARD10","caspase recruitment domain family member 10"
"210027_s_at","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1"
"210028_s_at","ORC3","origin recognition complex subunit 3"
"210029_at","IDO1","indoleamine 2,3-dioxygenase 1"
"210031_at","CD247","CD247 molecule"
"210032_s_at","SPAG6","sperm associated antigen 6"
"210035_s_at","SNORA66","small nucleolar RNA, H/ACA box 66"
"210037_s_at","NOS2","nitric oxide synthase 2"
"210038_at","PRKCQ","protein kinase C theta"
"210040_at","SLC12A5","solute carrier family 12 member 5"
"210041_s_at","PGM3","phosphoglucomutase 3"
"210042_s_at","CTSZ","cathepsin Z"
"210043_at","FRMD8","FERM domain containing 8"
"210044_s_at","LYL1","LYL1 basic helix-loop-helix family member"
"210045_at","IDH2","isocitrate dehydrogenase (NADP(+)) 2"
"210048_at","NAPG","NSF attachment protein gamma"
"210049_at","SERPINC1","serpin family C member 1"
"210051_at","RAPGEF3","Rap guanine nucleotide exchange factor 3"
"210052_s_at","TPX2","TPX2 microtubule nucleation factor"
"210053_at","TAF5","TATA-box binding protein associated factor 5"
"210054_at","HAUS3","HAUS augmin like complex subunit 3"
"210055_at","TSHR","thyroid stimulating hormone receptor"
"210056_at","RND1","Rho family GTPase 1"
"210057_at","SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase"
"210058_at","MAPK13","mitogen-activated protein kinase 13"
"210060_at","PDE6G","phosphodiesterase 6G"
"210061_at","ZNF589","zinc finger protein 589"
"210064_s_at","UPK1B","uroplakin 1B"
"210066_s_at","AQP4","aquaporin 4"
"210069_at","CPT1B","carnitine palmitoyltransferase 1B"
"210069_at","CHKB-CPT1B","CHKB-CPT1B readthrough (NMD candidate)"
"210072_at","CCL19","C-C motif chemokine ligand 19"
"210073_at","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"210074_at","CTSV","cathepsin V"
"210075_at","MARCHF2","membrane associated ring-CH-type finger 2"
"210080_x_at","CELA3A","chymotrypsin like elastase 3A"
"210081_at","AGER","advanced glycosylation end-product specific receptor"
"210082_at","ABCA4","ATP binding cassette subfamily A member 4"
"210083_at","SEMA7A","semaphorin 7A (JohnMiltonHagen blood group)"
"210085_s_at","ANXA9","annexin A9"
"210086_at","HR","HR lysine demethylase and nuclear receptor corepressor"
"210088_x_at","MYL4","myosin light chain 4"
"210090_at","ARC","activity regulated cytoskeleton associated protein"
"210092_at","MAGOH","mago homolog, exon junction complex subunit"
"210094_s_at","PARD3","par-3 family cell polarity regulator"
"210095_s_at","IGFBP3","insulin like growth factor binding protein 3"
"210096_at","CYP4B1","cytochrome P450 family 4 subfamily B member 1"
"210099_at","ABCA2","ATP binding cassette subfamily A member 2"
"210103_s_at","FOXA2","forkhead box A2"
"210105_s_at","FYN","FYN proto-oncogene, Src family tyrosine kinase"
"210106_at","RDH5","retinol dehydrogenase 5"
"210106_at","BLOC1S1-RDH5","BLOC1S1-RDH5 readthrough"
"210107_at","CLCA1","chloride channel accessory 1"
"210109_at","SND1-IT1","SND1 intronic transcript 1"
"210113_s_at","NLRP1","NLR family pyrin domain containing 1"
"210114_at","INVS","inversin"
"210115_at","RPL39L","ribosomal protein L39 like"
"210116_at","SH2D1A","SH2 domain containing 1A"
"210117_at","SPAG1","sperm associated antigen 1"
"210119_at","KCNJ15","potassium inwardly rectifying channel subfamily J member 15"
"210121_at","B3GALT2","beta-1,3-galactosyltransferase 2"
"210122_at","PRM2","protamine 2"
"210123_s_at","CHRNA7","cholinergic receptor nicotinic alpha 7 subunit"
